No	music_no	member_no	date	amount
932	111	4	2018-09-05	8
933	137	4	2018-11-28	4
934	308	4	2018-09-30	10
935	169	4	2018-09-08	8
936	292	4	2019-02-25	7
937	268	4	2018-06-28	10
938	215	4	2018-07-20	2
939	293	4	2019-03-03	7
940	246	4	2018-04-29	3
941	232	4	2018-07-28	2
942	229	4	2019-02-01	1
943	240	4	2018-06-25	7
944	47	4	2018-11-01	5
945	59	4	2018-10-03	7
946	306	4	2018-08-15	2
947	261	4	2019-02-28	3
948	317	4	2019-02-03	3
949	239	4	2018-08-31	3
950	97	4	2019-01-29	1
951	201	4	2018-06-17	8
952	272	4	2018-07-16	10
953	193	4	2018-05-08	7
954	319	4	2019-03-17	9
955	110	4	2018-09-21	4
956	152	4	2019-02-01	9
957	83	4	2019-03-30	9
958	168	4	2018-05-16	3
959	70	4	2018-11-19	5
960	42	4	2019-03-14	2
961	71	4	2018-08-06	2
962	144	4	2018-05-11	2
963	170	4	2018-08-06	9
964	273	4	2018-08-28	8
965	85	4	2018-12-07	1
966	206	4	2018-05-25	6
967	38	4	2019-03-04	5
968	74	4	2019-02-25	2
969	121	4	2018-08-24	6
970	181	4	2019-02-03	5
971	31	4	2018-10-08	2
972	265	4	2018-06-13	2
973	140	4	2019-03-15	3
974	230	4	2018-10-15	8
975	106	4	2018-06-11	8
976	153	4	2019-02-15	4
977	267	4	2018-05-02	5
978	282	4	2019-04-06	6
979	86	4	2018-11-30	6
980	154	4	2018-04-22	9
981	18	4	2018-12-03	7
982	73	4	2019-03-08	3
983	304	4	2018-06-18	6
984	198	4	2019-02-13	6
985	2	4	2018-12-17	9
986	64	4	2018-12-23	10
987	244	4	2019-02-02	2
988	222	4	2019-03-06	9
989	43	4	2018-05-08	3
990	160	4	2019-03-28	10
991	223	4	2018-07-09	7
992	82	4	2019-01-21	1
993	287	4	2019-02-26	6
994	180	4	2019-03-17	4
995	309	4	2018-09-26	6
996	318	4	2018-11-14	5
997	263	4	2018-08-17	4
998	150	4	2019-04-04	4
999	9	4	2019-05-01	5
1000	65	4	2018-06-23	6
1001	57	4	2018-09-19	8
1002	123	4	2019-05-18	2
1003	283	4	2018-12-09	5
1004	90	4	2018-09-05	3
1005	183	4	2018-08-02	9
1006	141	4	2019-03-03	6
1007	253	4	2018-06-01	10
1008	220	4	2018-05-12	7
1009	146	4	2018-06-02	5
1010	53	4	2019-03-17	7
1011	277	4	2018-06-14	1
1012	199	4	2018-09-11	1
1013	55	4	2018-05-28	6
1014	209	4	2018-11-15	1
1015	247	4	2018-07-15	8
1016	23	4	2019-04-13	10
1017	81	4	2019-03-17	1
1018	101	4	2018-12-05	7
1019	107	5	2018-10-25	7
1020	236	5	2018-11-08	8
1021	219	5	2018-06-08	1
1022	277	5	2019-04-12	6
1023	232	5	2018-06-03	8
1024	245	5	2018-11-11	7
1025	201	5	2018-08-03	6
1026	105	5	2018-11-28	8
1027	154	5	2018-09-07	2
1028	119	5	2018-11-13	3
1029	217	5	2018-05-31	1
1030	156	5	2018-07-11	6
1031	159	5	2018-07-21	1
1032	71	5	2018-04-25	9
1033	266	5	2018-11-06	4
1034	300	5	2018-04-23	5
1035	191	5	2019-01-04	4
1036	13	5	2018-07-26	4
1037	306	5	2018-07-09	1
1038	109	5	2019-03-14	1
1039	78	5	2018-12-06	8
1040	92	5	2018-11-30	6
1041	223	5	2018-08-13	9
1042	98	5	2018-10-29	4
1043	263	5	2018-05-15	4
1044	80	5	2018-11-20	6
1045	29	5	2019-04-07	8
1046	40	5	2019-01-15	4
1047	180	5	2018-11-23	8
1048	94	5	2018-05-18	8
1049	229	5	2019-03-01	9
1050	251	5	2018-11-06	2
1051	187	5	2019-02-27	3
1052	252	5	2018-07-20	10
1053	226	5	2018-04-28	10
1054	248	5	2018-08-09	8
1055	95	5	2018-05-30	1
1056	153	5	2019-04-23	3
1057	278	5	2018-08-24	2
1058	10	5	2018-12-26	3
1059	281	5	2019-01-12	3
1060	149	5	2019-04-10	6
1061	305	5	2018-10-13	2
1062	253	5	2018-09-13	8
1063	110	5	2018-11-28	10
1064	115	5	2018-12-06	5
1065	141	5	2018-10-29	10
1066	190	5	2018-10-07	2
1067	313	5	2018-08-16	3
1068	218	5	2019-03-15	8
1069	131	5	2018-10-25	4
1070	170	5	2019-03-05	6
1071	309	5	2018-08-28	6
1072	38	5	2019-05-09	6
1073	120	5	2018-09-23	2
1074	12	5	2018-07-09	8
1075	274	5	2018-08-15	4
1076	60	5	2018-07-12	6
1077	181	5	2019-03-31	9
1078	268	5	2018-11-24	2
1079	138	5	2019-04-30	2
1080	228	5	2019-02-17	7
1081	211	5	2018-11-15	5
1082	285	5	2019-05-21	9
1083	23	5	2018-06-18	1
1084	307	5	2019-02-10	4
1085	284	5	2019-04-22	2
1086	242	5	2018-08-30	1
1087	144	5	2018-06-17	4
1088	56	5	2018-08-24	1
1089	26	5	2018-11-24	8
1090	224	5	2018-11-09	10
1091	317	5	2019-01-30	6
1092	304	5	2019-01-21	9
1093	267	5	2019-05-25	2
1094	279	5	2018-04-29	2
1095	256	5	2019-04-12	5
1096	76	5	2018-07-21	1
1097	5	5	2018-11-29	9
1098	28	5	2018-07-26	5
1099	270	5	2019-03-15	6
1100	121	5	2019-04-03	6
1101	143	5	2018-09-05	6
1102	37	5	2018-07-05	2
1103	34	5	2018-06-04	9
1104	65	5	2018-05-21	4
1105	297	5	2018-10-25	4
1106	249	5	2018-10-15	3
1107	73	5	2018-08-20	1
1108	133	5	2018-12-29	10
1109	254	5	2018-09-18	1
1110	18	5	2018-07-17	10
1111	247	5	2018-10-17	9
1112	55	5	2018-07-06	2
1113	17	5	2018-10-21	3
1114	150	5	2018-08-12	9
1115	255	5	2018-11-13	8
1116	32	5	2018-11-20	7
1117	280	5	2018-09-18	8
1118	101	5	2019-01-11	2
1119	8	5	2018-07-04	6
1120	82	5	2019-02-08	1
1121	265	5	2018-07-10	8
1122	83	5	2018-09-05	8
1123	54	5	2018-07-04	9
1124	192	5	2018-07-16	2
1125	204	5	2019-01-01	3
1126	260	5	2018-05-09	10
1127	155	5	2018-10-20	6
1128	69	5	2018-08-24	5
1129	207	5	2018-07-26	9
1130	196	5	2018-12-02	1
1131	52	5	2019-04-02	4
1132	193	5	2018-08-15	10
1133	200	5	2018-07-04	9
1134	261	5	2018-10-19	3
1135	237	5	2019-02-14	5
1136	186	5	2018-04-27	9
1137	250	5	2019-01-24	9
1138	269	5	2019-05-24	4
1139	42	5	2018-09-27	1
1140	308	5	2019-01-01	3
1141	167	5	2019-01-06	5
1142	77	5	2018-10-06	8
1143	41	5	2018-10-04	6
1144	114	5	2018-11-14	7
1145	209	5	2019-01-20	9
1146	171	5	2018-10-29	3
1147	198	5	2019-03-18	6
1148	130	5	2019-03-31	7
1149	264	5	2018-08-20	10
1150	43	5	2018-06-15	1
1151	276	5	2018-08-09	7
1152	240	5	2018-06-29	2
1153	126	5	2018-07-05	1
1154	102	5	2018-07-17	3
1155	188	5	2019-04-24	4
1156	176	5	2018-12-26	4
1157	48	5	2018-07-22	4
1158	147	5	2018-05-19	3
1159	135	5	2018-12-28	6
1160	287	5	2018-05-08	4
1161	259	5	2018-09-04	3
1162	118	5	2019-04-04	2
1163	315	5	2018-05-23	9
1164	70	5	2019-04-13	8
1165	177	5	2018-10-18	8
1166	124	5	2018-04-29	1
1167	292	5	2018-09-02	5
1168	185	5	2018-10-26	9
1169	246	5	2018-05-25	8
1170	139	5	2018-08-14	2
1171	222	5	2018-11-02	6
1172	89	5	2018-10-19	5
1173	318	5	2018-06-18	7
1174	314	5	2018-09-28	9
1175	99	5	2018-07-19	1
1176	288	5	2018-08-13	6
1177	239	5	2018-11-13	1
1178	15	5	2018-06-08	9
1179	212	5	2019-03-06	2
1180	146	5	2019-03-11	3
1181	67	5	2018-07-10	6
1182	244	5	2018-06-20	3
1183	243	5	2018-05-13	7
1184	175	5	2018-06-09	3
1185	58	5	2018-06-27	3
1186	295	5	2018-09-27	1
1187	227	5	2018-11-12	4
1188	86	5	2018-06-03	1
1189	195	5	2019-05-06	2
1190	213	5	2019-01-17	7
1191	49	5	2019-03-01	4
1192	50	5	2019-04-23	8
1193	112	5	2018-05-09	1
1194	271	5	2018-06-30	7
1195	47	5	2018-09-03	4
1196	81	5	2019-05-17	1
1197	1	5	2018-08-04	3
1198	25	5	2018-06-13	10
1199	160	5	2019-05-05	3
1200	220	5	2018-05-04	4
1201	172	5	2018-08-18	5
1202	283	5	2018-06-21	10
1203	282	5	2018-09-24	1
1204	290	5	2018-11-18	7
1205	51	5	2018-12-28	8
1206	19	5	2018-07-03	7
1207	100	5	2018-06-03	5
1208	46	5	2018-06-09	1
1209	66	5	2019-05-20	1
1210	103	5	2018-07-27	10
1211	96	5	2018-06-14	2
1212	7	5	2019-01-04	9
1213	140	5	2019-02-20	10
1214	88	5	2019-05-04	4
1215	24	5	2018-10-13	8
1216	111	5	2018-05-09	8
1217	164	5	2018-10-12	4
1218	199	5	2018-10-03	7
1219	291	5	2018-08-09	4
1220	316	5	2019-04-18	7
1221	136	5	2018-07-23	1
1222	11	5	2018-11-25	8
1223	289	5	2018-05-31	3
1224	72	5	2019-04-17	2
1225	91	5	2018-09-22	8
1226	148	5	2018-12-24	3
1227	205	5	2019-01-13	4
1228	162	5	2018-06-11	3
1229	216	5	2019-01-03	7
1230	33	5	2018-09-09	2
1231	215	5	2019-04-14	8
1232	234	5	2019-01-07	2
1233	233	5	2018-09-01	10
1234	63	5	2018-08-19	8
1235	286	5	2019-02-19	6
1236	9	5	2018-12-01	3
1237	158	5	2018-07-03	5
1238	166	5	2019-05-14	8
1239	117	5	2019-05-09	8
1240	302	5	2018-10-20	8
1241	104	5	2019-03-06	1
1242	303	5	2019-05-13	9
1243	122	5	2018-07-05	2
1244	16	5	2018-11-04	1
1245	61	5	2019-02-24	1
1246	59	5	2018-12-03	9
1247	4	5	2019-05-16	1
1248	57	5	2018-06-22	3
1249	68	5	2019-02-23	2
1250	161	5	2019-02-21	6
1251	142	5	2018-10-30	10
1252	272	5	2018-06-03	9
1253	169	5	2018-06-27	8
1254	75	5	2018-12-08	8
1255	27	5	2019-04-26	3
1256	129	5	2018-12-19	9
1257	3	5	2018-07-15	3
1258	6	5	2019-02-23	8
1259	84	5	2018-05-04	8
1260	178	5	2018-06-27	8
1261	298	5	2018-11-25	8
1262	151	5	2018-10-22	7
1263	108	5	2018-06-14	6
1264	14	5	2018-05-10	9
1265	132	5	2019-02-18	2
1266	301	5	2018-06-15	3
1267	21	5	2019-03-27	8
1268	257	5	2019-03-10	9
1269	206	5	2018-08-14	1
1270	189	5	2018-05-09	10
1271	74	5	2019-05-02	3
1272	85	5	2018-09-28	5
1273	36	5	2018-08-03	8
1274	35	5	2018-11-17	4
1275	300	6	2019-01-19	6
1276	146	6	2018-06-09	8
1277	166	6	2018-07-12	3
1278	18	6	2019-03-06	6
1279	43	6	2018-10-14	2
1280	304	6	2018-08-12	6
1281	192	6	2018-07-20	8
1282	242	6	2018-09-14	6
1283	229	6	2018-09-10	4
1284	189	6	2018-05-03	8
1285	81	6	2018-09-23	10
1286	142	6	2019-05-13	2
1287	181	6	2018-08-08	5
1288	65	6	2018-10-23	4
1289	13	6	2018-11-04	2
1290	42	6	2019-05-19	5
1291	275	6	2018-11-28	9
1292	132	6	2018-08-04	3
1293	21	6	2018-08-29	4
1294	187	6	2019-01-16	6
1295	27	6	2018-11-02	1
1296	226	6	2018-07-05	10
1297	174	6	2019-02-20	9
1298	145	6	2018-05-05	10
1299	135	6	2018-06-25	5
1300	209	6	2018-12-28	6
1301	203	6	2019-03-19	6
1302	288	6	2019-04-06	10
1303	266	6	2018-06-16	2
1304	128	6	2019-01-15	6
1305	103	6	2018-12-09	8
1306	297	6	2018-07-13	1
1307	69	6	2019-03-13	10
1308	223	6	2019-01-05	8
1309	59	6	2018-07-16	9
1310	225	6	2018-10-28	5
1311	56	6	2018-10-05	1
1312	144	6	2019-03-12	8
1313	243	6	2018-10-05	2
1314	172	6	2018-07-23	5
1315	238	6	2019-03-06	8
1316	315	6	2018-07-03	9
1317	138	6	2018-10-17	1
1318	201	6	2018-12-11	1
1319	95	6	2018-11-18	6
1320	302	6	2018-05-24	8
1321	88	6	2018-11-14	8
1322	117	6	2019-03-05	7
1323	258	6	2018-09-26	7
1324	109	6	2019-04-17	10
1325	9	6	2019-03-01	6
1326	28	6	2019-03-26	6
1327	29	6	2018-10-05	5
1328	306	6	2018-11-14	9
1329	182	6	2019-03-13	4
1330	173	6	2018-12-21	2
1331	313	6	2018-05-15	7
1332	124	6	2019-03-08	7
1333	308	6	2019-04-07	9
1334	169	6	2018-05-12	8
1335	106	6	2018-12-13	7
1336	113	6	2018-07-15	10
1337	184	6	2018-06-17	10
1338	211	6	2019-02-12	8
1339	147	6	2019-02-04	9
1340	240	6	2019-03-26	1
1341	165	6	2018-08-25	9
1342	11	6	2019-02-19	5
1343	76	6	2018-07-19	8
1344	200	6	2019-04-15	3
1345	40	6	2019-03-30	8
1346	131	6	2019-02-12	7
1347	1	6	2019-04-12	2
1348	64	6	2018-11-17	1
1349	101	6	2018-11-04	2
1350	287	6	2018-07-27	3
1351	156	6	2019-04-26	2
1352	311	6	2018-06-01	8
1353	267	6	2018-09-05	8
1354	99	6	2019-01-11	2
1355	36	6	2018-09-30	8
1356	273	6	2018-04-23	6
1357	30	6	2018-06-25	7
1358	3	6	2018-07-21	6
1359	5	6	2018-09-22	6
1360	253	6	2019-03-22	7
1361	159	6	2019-01-21	1
1362	12	6	2019-05-18	6
1363	89	6	2019-05-05	5
1364	79	6	2019-02-22	10
1365	176	6	2019-04-14	5
1366	293	6	2018-04-28	8
1367	185	6	2018-11-23	10
1368	97	6	2018-09-08	6
1369	32	6	2019-04-21	1
1370	110	6	2018-10-20	5
1371	270	6	2019-03-16	8
1372	210	6	2018-07-16	1
1373	150	6	2018-08-27	7
1374	33	6	2018-08-11	8
1375	77	6	2018-10-24	4
1376	208	6	2019-01-10	7
1377	137	6	2018-11-19	5
1378	227	6	2019-05-19	3
1379	92	6	2018-11-30	6
1380	87	6	2018-08-11	10
1381	98	6	2018-08-08	7
1382	177	6	2018-11-05	1
1383	290	6	2019-02-16	5
1384	25	6	2018-06-27	7
1385	246	6	2019-05-10	6
1386	115	6	2019-01-21	3
1387	202	6	2018-12-06	9
1388	230	6	2018-08-28	6
1389	107	6	2018-08-12	4
1390	259	6	2019-03-23	9
1391	282	6	2018-12-11	2
1392	235	6	2019-01-20	1
1393	284	6	2018-07-24	4
1394	206	6	2019-02-16	6
1395	149	6	2018-08-07	2
1396	164	6	2018-07-07	9
1397	68	6	2018-12-19	5
1398	105	6	2018-08-20	1
1399	51	6	2019-01-19	2
1400	286	6	2018-11-10	1
1401	85	6	2018-12-15	7
1402	63	6	2018-06-04	2
1403	53	6	2018-11-19	7
1404	285	6	2018-10-11	9
1405	78	6	2018-08-18	10
1406	143	6	2018-04-21	10
1407	20	6	2018-12-09	5
1408	276	6	2018-12-30	10
1409	221	6	2018-09-08	6
1410	61	6	2018-07-25	2
1411	265	6	2019-01-15	3
1412	151	6	2018-10-05	8
1413	195	6	2019-01-29	5
1414	186	6	2018-06-24	3
1415	111	6	2019-03-29	5
1416	219	6	2019-02-19	2
1417	228	6	2019-02-26	9
1418	67	6	2019-03-03	4
1419	157	6	2018-12-27	7
1420	55	6	2018-06-14	6
1421	171	6	2019-05-04	1
1422	269	6	2018-09-28	3
1423	52	6	2018-06-26	10
1424	305	6	2019-02-23	4
1425	15	6	2018-09-06	4
1426	170	6	2019-03-22	6
1427	114	6	2018-11-30	1
1428	148	6	2019-04-19	3
1429	100	6	2018-08-14	9
1430	220	6	2018-08-31	7
1431	39	6	2019-05-15	7
1432	188	6	2018-08-20	3
1433	262	6	2018-09-10	4
1434	239	6	2019-01-28	6
1435	272	6	2019-02-02	7
1436	245	6	2019-03-03	3
1437	279	6	2019-04-06	3
1438	14	6	2018-06-12	4
1439	241	6	2019-05-25	2
1440	250	6	2019-02-23	6
1441	298	6	2018-10-17	5
1442	2	6	2018-09-20	3
1443	213	6	2018-11-02	9
1444	224	6	2019-01-26	7
1445	312	6	2019-03-14	3
1446	278	6	2018-11-23	8
1447	50	6	2019-02-20	3
1448	271	6	2018-11-07	4
1449	249	6	2019-04-15	2
1450	108	6	2018-09-15	8
1451	102	6	2019-04-13	4
1452	62	6	2018-07-27	9
1453	194	6	2018-12-16	5
1454	294	6	2018-06-05	4
1455	283	6	2019-03-01	1
1456	307	6	2019-05-07	10
1457	190	6	2018-11-01	1
1458	301	6	2018-05-25	2
1459	116	6	2019-02-17	2
1460	268	6	2019-04-30	8
1461	22	6	2019-05-25	2
1462	70	6	2018-06-01	6
1463	31	6	2018-11-02	6
1464	136	6	2019-05-24	7
1465	139	6	2019-03-17	5
1466	236	6	2018-08-04	1
1467	134	6	2019-01-24	3
1468	163	6	2018-07-27	4
1469	158	6	2018-06-03	3
1470	47	6	2018-06-21	5
1471	168	6	2018-09-14	10
1472	317	6	2019-02-27	6
1473	6	6	2018-06-08	5
1474	292	6	2018-07-30	8
1475	256	6	2018-11-04	3
1476	130	6	2019-03-08	9
1477	198	6	2019-02-26	9
1478	251	6	2018-10-23	5
1479	37	6	2018-08-17	2
1480	295	6	2019-01-31	6
1481	72	6	2019-04-26	10
1482	84	6	2018-05-31	6
1483	41	6	2018-07-04	10
1484	161	6	2019-04-11	2
1485	7	6	2018-09-23	6
1486	38	6	2018-05-07	10
1487	66	6	2018-08-23	7
1488	274	6	2019-04-27	8
1489	261	6	2018-12-28	7
1490	237	6	2018-05-14	3
1491	16	6	2018-12-08	9
1492	49	6	2018-10-28	2
1493	264	6	2018-07-30	5
1494	204	6	2019-04-20	9
1495	58	6	2019-04-20	8
1496	82	6	2018-10-21	4
1497	123	6	2018-11-26	10
1498	319	6	2018-05-08	10
1499	54	6	2019-04-08	10
1500	155	6	2018-10-20	9
1501	94	6	2018-12-01	5
1502	260	6	2019-05-19	5
1503	118	6	2018-10-19	7
1504	289	6	2018-11-10	8
1505	80	6	2018-08-25	4
1506	90	6	2019-01-19	10
1507	218	6	2019-03-04	2
1508	254	6	2019-01-09	2
1509	23	6	2018-05-12	2
1510	24	6	2018-07-21	4
1511	247	6	2018-11-08	7
1512	154	6	2018-09-14	2
1513	93	6	2018-11-24	6
1514	183	6	2019-03-31	1
1515	129	6	2018-12-20	9
1516	140	6	2019-03-30	2
1517	86	6	2019-02-17	5
1518	191	6	2018-10-10	5
1519	4	6	2018-07-19	2
1520	212	6	2018-10-08	1
1521	231	6	2018-11-25	10
1522	309	6	2019-05-10	10
1523	75	6	2018-12-16	3
1524	167	6	2019-04-07	9
1525	296	6	2018-07-15	7
1526	122	6	2018-10-15	8
1527	45	6	2019-02-27	1
1528	190	7	2019-03-23	6
1529	281	7	2019-04-07	10
1530	123	7	2018-10-22	3
1531	101	7	2018-12-12	5
1532	238	7	2018-05-14	9
1533	75	7	2018-09-23	4
1534	91	7	2018-09-22	5
1535	59	7	2019-05-25	1
1536	253	7	2018-05-18	8
1537	37	7	2019-01-29	7
1538	270	7	2018-12-27	9
1539	31	7	2018-05-27	10
1540	259	7	2019-05-22	5
1541	285	7	2018-05-04	5
1542	124	7	2018-11-22	10
1543	177	7	2019-01-09	2
1544	24	7	2018-11-25	3
1545	29	7	2019-02-28	7
1546	106	7	2019-04-19	8
1547	22	7	2019-02-13	2
1548	220	7	2018-05-10	8
1549	215	7	2018-11-14	1
1550	191	7	2019-03-11	5
1551	319	7	2018-09-08	9
1552	275	7	2018-06-13	3
1553	119	7	2019-01-04	2
1554	96	7	2018-10-03	5
1555	306	7	2019-03-17	4
1556	304	7	2018-10-17	4
1557	252	7	2019-05-10	10
1558	192	7	2018-08-14	5
1559	276	7	2018-10-09	8
1560	201	7	2018-10-28	4
1561	133	7	2018-06-05	5
1562	83	7	2019-02-01	5
1563	53	7	2019-02-07	8
1564	95	7	2018-08-17	3
1565	248	7	2018-08-23	5
1566	213	7	2018-12-02	5
1567	63	7	2018-05-05	5
1568	257	7	2019-03-25	8
1569	11	7	2018-11-09	9
1570	34	7	2019-03-14	4
1571	311	7	2018-08-14	1
1572	69	7	2018-09-13	1
1573	49	7	2018-08-10	6
1574	302	7	2018-08-31	2
1575	5	7	2018-07-13	2
1576	279	7	2018-12-03	10
1577	183	7	2018-09-27	8
1578	320	7	2019-04-06	10
1579	72	7	2019-01-17	9
1580	128	7	2018-09-27	9
1581	284	7	2019-03-28	10
1582	262	7	2018-10-08	1
1583	162	7	2018-10-27	6
1584	307	7	2018-08-31	1
1585	205	7	2018-12-11	8
1586	125	7	2019-02-09	4
1587	21	7	2018-10-10	10
1588	61	7	2018-09-07	10
1589	226	7	2018-08-04	2
1590	2	7	2018-07-28	6
1591	202	7	2018-12-11	8
1592	42	7	2018-07-21	8
1593	44	7	2018-06-18	2
1594	43	7	2019-02-01	9
1595	134	7	2018-05-02	9
1596	86	7	2019-03-17	10
1597	127	7	2018-09-13	2
1598	207	7	2019-01-12	2
1599	145	7	2018-10-17	10
1600	19	7	2018-11-17	5
1601	174	7	2019-02-27	10
1602	260	7	2018-08-15	9
1603	10	7	2019-04-10	3
1604	217	7	2019-02-11	5
1605	3	7	2018-07-12	6
1606	184	7	2019-04-21	9
1607	194	7	2019-04-24	9
1608	9	7	2018-06-02	10
1609	137	7	2018-06-03	3
1610	136	7	2018-11-25	4
1611	58	7	2018-05-05	7
1612	146	7	2019-02-11	7
1613	71	7	2018-07-14	6
1614	313	7	2019-04-29	6
1615	296	7	2019-04-02	3
1616	222	7	2018-04-25	5
1617	309	7	2019-05-05	6
1618	236	7	2018-06-26	4
1619	300	7	2018-05-09	6
1620	149	7	2018-09-26	6
1621	211	7	2018-10-07	10
1622	23	7	2019-02-13	7
1623	120	7	2019-04-05	4
1624	247	7	2018-06-09	1
1625	108	7	2018-09-01	9
1626	229	7	2018-11-06	3
1627	193	7	2018-04-27	10
1628	188	7	2018-12-25	4
1629	266	7	2019-05-10	1
1630	7	7	2019-02-19	7
1631	14	7	2019-05-09	10
1632	142	7	2018-12-14	4
1633	79	7	2018-11-30	8
1634	239	7	2019-05-10	10
1635	40	7	2018-06-17	3
1636	122	7	2018-06-29	10
1637	163	7	2018-11-21	1
1638	16	7	2018-09-21	10
1639	121	7	2018-12-27	2
1640	246	7	2019-05-07	5
1641	18	7	2018-07-21	4
1642	60	7	2019-01-09	10
1643	82	7	2018-08-09	7
1644	90	7	2019-05-04	10
1645	199	7	2018-06-11	3
1646	92	7	2018-04-24	8
1647	38	7	2018-06-25	10
1648	164	7	2018-08-28	7
1649	32	7	2018-04-29	5
1650	160	7	2019-04-23	3
1651	227	7	2019-05-06	6
1652	30	7	2018-09-29	8
1653	244	7	2018-07-21	4
1654	235	7	2019-03-12	6
1655	84	7	2018-08-20	1
1656	139	7	2018-08-12	10
1657	224	7	2019-03-24	5
1658	151	7	2018-05-08	2
1659	170	7	2018-06-28	3
1660	45	7	2019-05-09	2
1661	64	7	2019-04-21	6
1662	176	7	2018-05-04	9
1663	153	7	2018-12-09	2
1664	273	7	2018-07-22	4
1665	256	7	2018-12-03	5
1666	209	7	2019-03-21	10
1667	13	7	2018-08-26	8
1668	298	7	2019-03-14	9
1669	221	7	2018-09-12	1
1670	269	7	2019-02-05	4
1671	282	7	2018-12-31	5
1672	231	7	2018-04-21	7
1673	6	7	2019-02-28	4
1674	249	7	2019-03-16	5
1675	8	7	2019-02-10	4
1676	132	7	2019-02-16	2
1677	104	7	2018-08-25	1
1678	230	7	2019-03-20	2
1679	39	7	2019-01-18	6
1680	219	7	2019-03-16	2
1681	65	7	2018-07-22	1
1682	50	7	2018-12-23	7
1683	100	7	2018-09-24	9
1684	283	7	2018-08-18	7
1685	272	7	2018-07-14	6
1686	35	7	2018-05-29	6
1687	17	7	2018-08-12	10
1688	1	7	2018-08-02	9
1689	195	7	2018-10-10	1
1690	26	7	2019-01-13	2
1691	314	7	2019-04-07	7
1692	258	7	2019-04-24	7
1693	294	7	2019-04-03	4
1694	98	7	2018-11-21	7
1695	115	7	2019-05-08	10
1696	97	7	2019-04-12	5
1697	87	7	2018-05-10	2
1698	182	7	2018-11-02	8
1699	251	7	2018-07-21	7
1700	268	7	2018-07-20	7
1701	206	7	2019-04-27	8
1702	274	7	2018-05-25	5
1703	157	7	2018-06-21	8
1704	131	7	2019-04-10	6
1705	25	7	2018-06-23	9
1706	261	7	2018-08-31	9
1707	93	7	2019-01-08	10
1708	280	7	2018-05-02	9
1709	166	7	2018-12-07	5
1710	102	7	2018-07-05	8
1711	303	7	2019-03-27	10
1712	68	7	2018-12-26	1
1713	135	7	2018-06-10	10
1714	46	7	2018-05-26	9
1715	237	7	2019-03-12	7
1716	99	7	2018-10-24	8
1717	241	7	2018-11-06	8
1718	172	7	2018-06-23	1
1719	20	7	2018-06-12	8
1720	212	7	2019-04-14	2
1721	150	7	2019-02-05	8
1722	278	7	2019-04-13	4
1723	179	7	2018-05-28	2
1724	117	7	2019-05-15	9
1725	148	7	2019-02-12	6
1726	232	7	2019-05-14	7
1727	210	7	2018-07-19	7
1728	277	7	2018-10-04	7
1729	171	7	2019-02-02	8
1730	80	7	2019-01-12	10
1731	271	7	2018-09-25	4
1732	105	7	2018-12-26	3
1733	118	7	2019-02-26	9
1734	180	7	2018-10-07	10
1735	73	7	2018-09-15	2
1736	55	7	2019-04-12	4
1737	81	7	2019-05-03	10
1738	126	7	2018-10-19	6
1739	292	7	2019-03-25	5
1740	299	7	2019-03-07	8
1741	111	7	2019-05-24	7
1742	208	7	2018-07-23	10
1743	301	7	2018-07-27	2
1744	175	7	2018-07-25	3
1745	288	7	2019-02-20	5
1746	186	7	2018-09-08	6
1747	293	7	2018-08-12	4
1748	291	7	2018-08-18	8
1749	243	7	2018-08-27	5
1750	245	7	2018-11-03	2
1751	141	7	2018-11-11	1
1752	77	7	2018-09-16	5
1753	27	7	2018-06-20	4
1754	48	7	2019-02-05	8
1755	140	7	2018-10-18	6
1756	12	7	2018-05-12	7
1757	52	7	2019-04-15	9
1758	198	7	2019-02-10	4
1759	225	7	2019-02-05	7
1760	290	7	2019-05-01	7
1761	165	7	2018-07-13	7
1762	70	7	2019-03-25	6
1763	112	7	2019-03-26	5
1764	167	7	2018-09-07	7
1765	159	7	2018-07-31	9
1766	56	7	2018-10-18	7
1767	204	7	2019-03-10	5
1768	173	7	2019-01-03	7
1769	297	7	2018-10-17	4
1770	267	7	2018-09-20	5
1771	36	7	2018-12-27	8
1772	116	7	2019-05-14	6
1773	189	7	2018-10-24	3
1774	255	7	2019-05-01	8
1775	315	7	2018-06-01	5
1776	154	7	2019-02-19	5
1777	197	7	2018-04-25	10
1778	114	7	2018-08-08	3
1779	85	7	2018-11-02	9
1780	57	7	2019-01-28	2
1781	143	7	2019-05-05	8
1782	228	7	2018-09-09	1
1783	233	7	2018-09-02	10
1784	216	7	2018-11-02	9
1785	4	7	2019-03-05	5
1786	305	7	2019-05-10	3
1787	76	7	2018-09-30	7
1788	15	7	2018-06-19	4
1789	41	7	2018-11-20	2
1790	312	7	2018-05-24	7
1791	242	7	2019-05-08	10
1792	67	7	2018-12-29	10
1793	304	8	2018-12-09	4
1794	105	8	2019-01-13	6
1795	68	8	2018-05-13	3
1796	182	8	2018-11-09	5
1797	151	8	2018-06-20	3
1798	302	8	2018-12-23	10
1799	123	8	2018-09-13	6
1800	283	8	2019-01-14	2
1801	60	8	2018-06-04	8
1802	165	8	2018-12-06	9
1803	44	8	2019-01-27	2
1804	15	8	2018-05-27	10
1805	208	8	2018-11-21	7
1806	217	8	2018-09-10	2
1807	110	8	2019-02-07	6
1808	65	8	2019-03-24	4
1809	125	8	2018-06-02	2
